No of. Positions, Số lượng vị trí,
Expected Compensation, Khoản bồi thường dự kiến,
Requested By, Được yêu cầu bởi,
Expected By, Dự kiến bởi,
Timelines, Dòng thời gian,
Staffing Details, Chi tiết nhân sự,
Get Job Requisitions, Nhận yêu cầu việc làm,
Posted On, Ngày đăng,
Closes On, Ngày đóng,
Salary Paid Per, Lương trả theo,
Company Details, Chi tiết công ty,
Applicant Name, Tên thí sinh,
Interview Summary, Tóm tắt cuộc phỏng vấn,
Applicant Rating ,Đánh giá của người nộp đơn,
Resume Link, Liên kết Hồ Sơ,
Lower Range, Mức tối thiểu,
Upper Range, Mức tối đa,
Job Offer Term Template, Mẫu Điều Khoản Công Việc Đề Nghị,
First Name, Họ,
For Designation, Chức vụ,
Referral Details, Giới thiệu chi tiết,
Current Employer, Nhà tuyển dụng hiện tại,
Current Job Title, Chức vụ công việc hiện tại,
Referrer Details, Chi tiết người giới thiệu,
Is Applicable for Referral Bonus, Được áp dụng cho tiền thưởng giới thiệu,
Additional Information, Thông tin thêm,
Why is this Candidate Qualified for this Position?, Tại sao ứng viên này đủ tiêu chuẩn cho vị trí này?,
Work References, Tài liệu tham khảo công việc,
Round Name, Tên vòng,
Interviewers, Người phỏng vấn,
Expected Skillset, Kỹ năng dự kiến,
Scheduled On, Đã lên lịch vào,
Interview, Phỏng vấn,
Interview Summary, Tóm tắt cuộc phỏng vấn,
Skill Assessment, Đánh giá kỹ năng, 
End Time, Thời gian kết thúc,
Note: Shift will not be overwritten in existing attendance records, Lưu ý: Ca sẽ không được ghi đè vào hồ sơ chấm công hiện có,
Set filters to fetch employees, Đặt bộ lọc để tìm nhân viên,
Set Attendance Details ,Thiết lập Chi Tiết Chấm Công,
Set attendance details for the employees select above ,Thiết lập chi tiết chấm công cho các nhân viên được chọn ở trên,
Consider Grace Period, Xem xét Thời Gian Ân Hạn,
Journey, Hành trình,
Grievance, Khiếu nại,
Grievance Type, Loại khiếu nại,
Employee Grievance, Nhân viên khiếu nại,
Full and Final Settlement, Thanh toán đầy đủ và cuối cùng,
Exit Interview, Phỏng vấn ra,
Employee Exits, Nhân viên rời bỏ,
Claims Expense, Chi phí yêu cầu bồi thường,
Advance Employee, Nhân viên tạm ứng,
Add Day-wise Dates, Thêm Ngày Theo Ngày,
Add Leave Block Dates, Thêm ngày chặn nghỉ phép,
Assignment based on, Phân công dựa trên,
Effective From, Hiệu Lực Từ,
Effective To, Hiệu lực đến,
Quick Filters, Bộ lọc nhanh,
Advanced Filters, Bộ lọc nâng cao,
Encashment Days, Số ngày thanh toán,
Encashment Date, Ngày Thanh Toán,
Dates & Reason, Ngày và Lý do,
Approval, Phê duyệt,
Consolidate Leave Types, Tích hợp loại nghỉ phép,
Vehicle Service Item, Hạng mục dịch vụ xe,
Accounting Reports, Báo Cáo Kế Toán,
Claims, Khiếu nại,
Application, Ứng dụng,


